,Accident Ref.,Borough,Easting,Northing,Vehicle Type
23674,0110KF60418,NEWHAM,538600,185270,01 Pedal Cycle
23677,0110KF60420,NEWHAM,542960,186030,01 Pedal Cycle
23683,0110KF60425,NEWHAM,541440,183960,01 Pedal Cycle
23696,0110KF60433,NEWHAM,539660,185030,01 Pedal Cycle
23708,0110KF60441,NEWHAM,540510,185170,01 Pedal Cycle
23712,0110KF60446,NEWHAM,538679,184442,01 Pedal Cycle
23716,0110KF60448,NEWHAM,543250,180990,01 Pedal Cycle
23722,0110KF60454,NEWHAM,543850,182760,01 Pedal Cycle
23730,0110KF60460,NEWHAM,539820,180790,01 Pedal Cycle
23745,0110KF60470,NEWHAM,541600,183260,01 Pedal Cycle
23758,0110KF60478,NEWHAM,540350,183470,01 Pedal Cycle
23759,0110KF60479,NEWHAM,539430,184560,01 Pedal Cycle
23779,0110KF60490,NEWHAM,539140,184930,01 Pedal Cycle
23782,0110KF60491,NEWHAM,541880,185400,01 Pedal Cycle
23783,0110KF60492,NEWHAM,540150,184900,01 Pedal Cycle
23797,0110KF60499,NEWHAM,542320,184280,01 Pedal Cycle
23806,0110KF60509,NEWHAM,542830,183630,01 Pedal Cycle
23837,0110KF60527,NEWHAM,540310,185300,01 Pedal Cycle
23839,0110KF60528,NEWHAM,540650,185260,01 Pedal Cycle
23853,0110KF60536,NEWHAM,539240,183900,01 Pedal Cycle
23866,0110KF60543,NEWHAM,542360,184150,01 Pedal Cycle
23876,0110KF60550,NEWHAM,541880,185400,01 Pedal Cycle
23878,0110KF60551,NEWHAM,540830,182690,01 Pedal Cycle
23879,0110KF60552,NEWHAM,538530,183830,01 Pedal Cycle
23882,0110KF60553,NEWHAM,539550,184230,01 Pedal Cycle
23889,0110KF60557,NEWHAM,540890,182670,01 Pedal Cycle
23895,0110KF60564,NEWHAM,541060,181750,01 Pedal Cycle
23901,0110KF60568,NEWHAM,543630,181140,01 Pedal Cycle
23906,0110KF60571,NEWHAM,540550,185010,01 Pedal Cycle
23909,0110KF60572,NEWHAM,540350,185840,01 Pedal Cycle
23915,0110KF60575,NEWHAM,542410,183610,01 Pedal Cycle
23923,0110KF60581,NEWHAM,539840,180730,01 Pedal Cycle
23937,0110KF60589,NEWHAM,539050,184450,01 Pedal Cycle
23940,0110KF60591,NEWHAM,541570,182627,01 Pedal Cycle
23960,0110KF60602,NEWHAM,542620,184530,01 Pedal Cycle
23965,0110KF60605,NEWHAM,541600,181730,01 Pedal Cycle
23972,0110KF60609,NEWHAM,539800,180790,01 Pedal Cycle
23989,0110KF60622,NEWHAM,541110,182990,01 Pedal Cycle
24009,0110KF60641,NEWHAM,543010,183660,01 Pedal Cycle
24013,0110KF60645,NEWHAM,539140,181680,01 Pedal Cycle
24018,0110KF60647,NEWHAM,542050,185510,01 Pedal Cycle
24030,0110KF60651,NEWHAM,539460,181490,01 Pedal Cycle
24043,0110KF60659,NEWHAM,540320,182240,01 Pedal Cycle
24062,0110KF60674,NEWHAM,542960,186030,01 Pedal Cycle
24080,0110KF60682,NEWHAM,541960,185970,01 Pedal Cycle
24089,0110KF60689,NEWHAM,540350,182270,01 Pedal Cycle
24091,0110KF60690,NEWHAM,539610,181690,01 Pedal Cycle
24107,0110KF60698,NEWHAM,539140,184930,01 Pedal Cycle
24113,0110KF60702,NEWHAM,539540,181640,01 Pedal Cycle
24142,0110KF60719,NEWHAM,541280,183740,01 Pedal Cycle
24164,0110KF60731,NEWHAM,540610,181900,01 Pedal Cycle
24172,0110KF60737,NEWHAM,541890,185400,01 Pedal Cycle
24239,0110KF60782,NEWHAM,541110,181750,01 Pedal Cycle
24255,0110KF60794,NEWHAM,543130,181350,01 Pedal Cycle
24260,0110KF60798,NEWHAM,541630,180190,01 Pedal Cycle
24278,0110KF60809,NEWHAM,539680,184680,01 Pedal Cycle
24283,0110KF60811,NEWHAM,543130,186120,01 Pedal Cycle
24317,0110KF60831,NEWHAM,543090,183670,01 Pedal Cycle
24424,0110PY20661,BEXLEY,547010,170290,01 Pedal Cycle
24429,0110RG40471,BEXLEY,547610,180370,01 Pedal Cycle
24433,0110RY10001,BEXLEY,548010,176350,01 Pedal Cycle
24441,0110RY10010,BEXLEY,547430,179620,01 Pedal Cycle
24448,0110RY10021,BEXLEY,551580,177080,01 Pedal Cycle
24457,0110RY10027,BEXLEY,545980,171000,01 Pedal Cycle
24543,0110RY10087,BEXLEY,546320,172060,01 Pedal Cycle
24547,0110RY10092,BEXLEY,547280,173370,01 Pedal Cycle
24557,0110RY10097,BEXLEY,544450,172350,01 Pedal Cycle
24576,0110RY10108,BEXLEY,548660,176740,01 Pedal Cycle
24585,0110RY10115,BEXLEY,546360,175860,01 Pedal Cycle
24639,0110RY10155,BEXLEY,550670,172900,01 Pedal Cycle
24671,0110RY10176,BEXLEY,546020,173710,01 Pedal Cycle
24675,0110RY10180,BEXLEY,549270,178820,01 Pedal Cycle
24682,0110RY10185,BEXLEY,546130,175910,01 Pedal Cycle
24685,0110RY10188,BEXLEY,550380,178390,01 Pedal Cycle
24718,0110RY10208,BEXLEY,545150,173550,01 Pedal Cycle
24742,0110RY10227,BEXLEY,546810,175650,01 Pedal Cycle
24756,0110RY10236,BEXLEY,548840,174660,01 Pedal Cycle
24773,0110RY10248,BEXLEY,546790,177010,01 Pedal Cycle
24785,0110RY10255,BEXLEY,546950,172620,01 Pedal Cycle
24787,0110RY10256,BEXLEY,545970,175940,01 Pedal Cycle
24825,0110RY10280,BEXLEY,547990,176100,01 Pedal Cycle
24827,0110RY10281,BEXLEY,547360,170960,01 Pedal Cycle
24831,0110RY10283,BEXLEY,546170,171500,01 Pedal Cycle
24833,0110RY10284,BEXLEY,548160,177730,01 Pedal Cycle
24856,0110RY10302,BEXLEY,549640,174890,01 Pedal Cycle
24860,0110RY10304,BEXLEY,551920,176450,01 Pedal Cycle
24872,0110RY10311,BEXLEY,546540,175880,01 Pedal Cycle
24875,0110RY10312,BEXLEY,548050,177040,01 Pedal Cycle
24888,0110RY10321,BEXLEY,551320,176860,01 Pedal Cycle
24894,0110RY10325,BEXLEY,551260,176240,01 Pedal Cycle
24897,0110RY10328,BEXLEY,549680,175150,01 Pedal Cycle
24916,0110RY10338,BEXLEY,548630,175340,01 Pedal Cycle
24932,0110RY10350,BEXLEY,548200,175430,01 Pedal Cycle
24961,0110RY10367,BEXLEY,547850,175730,01 Pedal Cycle
24968,0110RY10371,BEXLEY,552350,175690,01 Pedal Cycle
24973,0110RY10376,BEXLEY,549200,174860,01 Pedal Cycle
24980,0110RY10380,BEXLEY,550680,177720,01 Pedal Cycle
24982,0110RY10381,BEXLEY,545620,173190,01 Pedal Cycle
24987,0110RY10384,BEXLEY,548520,175360,01 Pedal Cycle
24990,0110RY10386,BEXLEY,550620,178630,01 Pedal Cycle
25003,0110RY10393,BEXLEY,546230,172330,01 Pedal Cycle
25010,0110RY10398,BEXLEY,551620,176480,01 Pedal Cycle
25018,0110RY10404,BEXLEY,547300,175640,01 Pedal Cycle
25022,0110RY10406,BEXLEY,549080,177130,01 Pedal Cycle
25049,0110RY10427,BEXLEY,545770,175990,01 Pedal Cycle
25052,0110RY10428,BEXLEY,545650,174220,01 Pedal Cycle
25082,0110RY10453,BEXLEY,549240,178320,01 Pedal Cycle
25098,0110RY10463,BEXLEY,548660,176740,01 Pedal Cycle
25152,0110RY10494,BEXLEY,549680,175320,01 Pedal Cycle
25154,0110RY10497,BEXLEY,546550,175970,01 Pedal Cycle
25224,0110RY19510,BEXLEY,551730,176090,01 Pedal Cycle
25231,0110TB00394,BEXLEY,550250,178410,01 Pedal Cycle
25258,0110PY20000,BROMLEY,538570,165870,01 Pedal Cycle
25307,0110PY20047,BROMLEY,542520,167070,01 Pedal Cycle
25315,0110PY20051,BROMLEY,541670,169330,01 Pedal Cycle
25317,0110PY20054,BROMLEY,539600,170420,01 Pedal Cycle
25342,0110PY20071,BROMLEY,535820,170300,01 Pedal Cycle
25346,0110PY20073,BROMLEY,537600,167100,01 Pedal Cycle
25355,0110PY20080,BROMLEY,541230,164540,01 Pedal Cycle
25361,0110PY20083,BROMLEY,534290,170180,01 Pedal Cycle
25372,0110PY20092,BROMLEY,539590,170420,01 Pedal Cycle
25382,0110PY20103,BROMLEY,534590,169130,01 Pedal Cycle
25429,0110PY20139,BROMLEY,537440,170350,01 Pedal Cycle
25440,0110PY20149,BROMLEY,542940,171840,01 Pedal Cycle
25442,0110PY20152,BROMLEY,536200,168380,01 Pedal Cycle
25470,0110PY20169,BROMLEY,546180,162760,01 Pedal Cycle
25475,0110PY20172,BROMLEY,535780,169880,01 Pedal Cycle
25480,0110PY20174,BROMLEY,546970,166360,01 Pedal Cycle
25497,0110PY20183,BROMLEY,545480,165800,01 Pedal Cycle
25514,0110PY20194,BROMLEY,543310,160250,01 Pedal Cycle
25524,0110PY20199,BROMLEY,538910,165130,01 Pedal Cycle
25535,0110PY20206,BROMLEY,547860,164280,01 Pedal Cycle
25574,0110PY20234,BROMLEY,547050,164880,01 Pedal Cycle
25588,0110PY20244,BROMLEY,536760,167860,01 Pedal Cycle
25601,0110PY20253,BROMLEY,537960,168550,01 Pedal Cycle
25605,0110PY20255,BROMLEY,537500,170090,01 Pedal Cycle
25632,0110PY20272,BROMLEY,546680,168420,01 Pedal Cycle
25634,0110PY20273,BROMLEY,540460,170330,01 Pedal Cycle
25635,0110PY20274,BROMLEY,537800,169430,01 Pedal Cycle
25649,0110PY20284,BROMLEY,534410,170000,01 Pedal Cycle
25662,0110PY20293,BROMLEY,542660,172270,01 Pedal Cycle
25685,0110PY20311,BROMLEY,536360,168490,01 Pedal Cycle
25686,0110PY20312,BROMLEY,533710,170740,01 Pedal Cycle
25718,0110PY20332,BROMLEY,541780,167370,01 Pedal Cycle
25726,0110PY20337,BROMLEY,542090,166770,01 Pedal Cycle
25727,0110PY20338,BROMLEY,543600,165490,01 Pedal Cycle
25746,0110PY20352,BROMLEY,548897,163006,01 Pedal Cycle
25751,0110PY20355,BROMLEY,547220,168210,01 Pedal Cycle
25755,0110PY20358,BROMLEY,546680,169220,01 Pedal Cycle
25812,0110PY20404,BROMLEY,537800,169430,01 Pedal Cycle
25813,0110PY20405,BROMLEY,547100,168700,01 Pedal Cycle
25816,0110PY20406,BROMLEY,533910,170650,01 Pedal Cycle
25826,0110PY20414,BROMLEY,536510,169540,01 Pedal Cycle
25831,0110PY20419,BROMLEY,539420,165230,01 Pedal Cycle
25836,0110PY20422,BROMLEY,542430,165910,01 Pedal Cycle
25840,0110PY20424,BROMLEY,536020,170350,01 Pedal Cycle
25841,0110PY20425,BROMLEY,536850,170370,01 Pedal Cycle
25854,0110PY20435,BROMLEY,544790,167770,01 Pedal Cycle
25864,0110PY20443,BROMLEY,535090,170520,01 Pedal Cycle
25871,0110PY20448,BROMLEY,537070,169350,01 Pedal Cycle
25882,0110PY20456,BROMLEY,545380,165530,01 Pedal Cycle
25916,0110PY20481,BROMLEY,545960,165870,01 Pedal Cycle
25923,0110PY20487,BROMLEY,546480,167690,01 Pedal Cycle
25929,0110PY20491,BROMLEY,541050,160440,01 Pedal Cycle
25939,0110PY20498,BROMLEY,542240,166440,01 Pedal Cycle
25944,0110PY20500,BROMLEY,540400,168660,01 Pedal Cycle
25949,0110PY20504,BROMLEY,541280,168400,01 Pedal Cycle
25954,0110PY20507,BROMLEY,541310,168370,01 Pedal Cycle
25967,0110PY20515,BROMLEY,542340,165120,01 Pedal Cycle
25969,0110PY20517,BROMLEY,545950,165870,01 Pedal Cycle
25972,0110PY20518,BROMLEY,542240,166440,01 Pedal Cycle
25982,0110PY20524,BROMLEY,534500,169910,01 Pedal Cycle
25997,0110PY20534,BROMLEY,540220,170050,01 Pedal Cycle
25999,0110PY20535,BROMLEY,534550,171270,01 Pedal Cycle
26001,0110PY20536,BROMLEY,534750,171100,01 Pedal Cycle
26060,0110PY20573,BROMLEY,535710,168520,01 Pedal Cycle
26065,0110PY20575,BROMLEY,539300,167650,01 Pedal Cycle
26072,0110PY20580,BROMLEY,545290,168960,01 Pedal Cycle
26075,0110PY20581,BROMLEY,545540,167840,01 Pedal Cycle
26104,0110PY20600,BROMLEY,535940,168380,01 Pedal Cycle
26119,0110PY20607,BROMLEY,540400,168720,01 Pedal Cycle
26134,0110PY20617,BROMLEY,548620,164090,01 Pedal Cycle
26154,0110PY20628,BROMLEY,536360,168490,01 Pedal Cycle
26171,0110PY20639,BROMLEY,539120,170430,01 Pedal Cycle
26183,0110PY20646,BROMLEY,542510,171980,01 Pedal Cycle
26187,0110PY20648,BROMLEY,548890,162950,01 Pedal Cycle
26193,0110PY20653,BROMLEY,541130,169860,01 Pedal Cycle
26253,0110PY20697,BROMLEY,536530,169540,01 Pedal Cycle
26263,0110PY20703,BROMLEY,535520,168780,01 Pedal Cycle
26288,0110PY20721,BROMLEY,543740,169880,01 Pedal Cycle
26292,0110PY20724,BROMLEY,540160,169710,01 Pedal Cycle
26342,0110PY20757,BROMLEY,546170,166090,01 Pedal Cycle
26344,0110PY20759,BROMLEY,537980,168550,01 Pedal Cycle
26350,0110PY20762,BROMLEY,535420,170320,01 Pedal Cycle
26357,0110PY29002,BROMLEY,539590,167410,01 Pedal Cycle
26402,0110TB00506,BROMLEY,540350,170680,01 Pedal Cycle
26405,0110TB00546,BROMLEY,542500,165620,01 Pedal Cycle
26420,0110TB00794,BROMLEY,536650,167690,01 Pedal Cycle
26435,0110TD00054,BROMLEY,543180,169200,01 Pedal Cycle
26442,0110TD00111,BROMLEY,537950,168540,01 Pedal Cycle
26469,0110TB00334,CROYDON,530150,158570,01 Pedal Cycle
26504,0110TD00032,CROYDON,536710,165810,01 Pedal Cycle
26528,0110ZD30003,CROYDON,532940,162770,01 Pedal Cycle
26538,0110ZD30012,CROYDON,532550,163480,01 Pedal Cycle
26576,0110ZD30044,CROYDON,532950,165740,01 Pedal Cycle
26582,0110ZD30049,CROYDON,532540,163780,01 Pedal Cycle
26589,0110ZD30055,CROYDON,531170,168150,01 Pedal Cycle
26595,0110ZD30057,CROYDON,532680,167540,01 Pedal Cycle
26611,0110ZD30069,CROYDON,533980,161400,01 Pedal Cycle
26628,0110ZD30082,CROYDON,538820,162770,01 Pedal Cycle
26778,0110ZD30192,CROYDON,532430,166470,01 Pedal Cycle
26822,0110ZD30225,CROYDON,536730,163260,01 Pedal Cycle
26869,0110ZD30263,CROYDON,537655,163405,01 Pedal Cycle
26872,0110ZD30268,CROYDON,531852,164910,01 Pedal Cycle
26876,0110ZD30270,CROYDON,531680,166730,01 Pedal Cycle
26951,0110ZD30325,CROYDON,533000,166090,01 Pedal Cycle
26953,0110ZD30327,CROYDON,533360,168690,01 Pedal Cycle
26957,0110ZD30330,CROYDON,533260,169880,01 Pedal Cycle
26964,0110ZD30336,CROYDON,534260,166380,01 Pedal Cycle
26965,0110ZD30336,CROYDON,534260,166380,01 Pedal Cycle
26985,0110ZD30351,CROYDON,531530,167110,01 Pedal Cycle
26986,0110ZD30352,CROYDON,535620,167820,01 Pedal Cycle
26989,0110ZD30354,CROYDON,532050,168210,01 Pedal Cycle
27001,0110ZD30363,CROYDON,531130,164100,01 Pedal Cycle
27011,0110ZD30371,CROYDON,533210,164680,01 Pedal Cycle
27059,0110ZD30406,CROYDON,532560,168340,01 Pedal Cycle
27087,0110ZD30422,CROYDON,533290,166320,01 Pedal Cycle
27090,0110ZD30426,CROYDON,536350,166370,01 Pedal Cycle
27092,0110ZD30427,CROYDON,532520,164070,01 Pedal Cycle
27097,0110ZD30429,CROYDON,531270,170320,01 Pedal Cycle
27103,0110ZD30432,CROYDON,532420,164580,01 Pedal Cycle
27133,0110ZD30451,CROYDON,532320,165410,01 Pedal Cycle
27170,0110ZD30478,CROYDON,531320,166910,01 Pedal Cycle
27186,0110ZD30490,CROYDON,539120,161760,01 Pedal Cycle
27225,0110ZD30522,CROYDON,531220,168020,01 Pedal Cycle
27247,0110ZD30542,CROYDON,530040,169170,01 Pedal Cycle
27280,0110ZD30561,CROYDON,531100,164330,01 Pedal Cycle
27292,0110ZD30567,CROYDON,531090,168350,01 Pedal Cycle
27294,0110ZD30571,CROYDON,532750,165670,01 Pedal Cycle
27333,0110ZD30595,CROYDON,530730,168110,01 Pedal Cycle
27383,0110ZD30629,CROYDON,532260,164770,01 Pedal Cycle
27386,0110ZD30630,CROYDON,533490,170435,01 Pedal Cycle
27410,0110ZD30645,CROYDON,530400,158600,01 Pedal Cycle
27443,0110ZD30666,CROYDON,532770,168210,01 Pedal Cycle
27450,0110ZD30669,CROYDON,532100,168230,01 Pedal Cycle
27455,0110ZD30671,CROYDON,533960,167360,01 Pedal Cycle
27459,0110ZD30674,CROYDON,532910,165720,01 Pedal Cycle
27469,0110ZD30685,CROYDON,532110,166040,01 Pedal Cycle
27505,0110ZD30709,CROYDON,534540,167970,01 Pedal Cycle
27531,0110ZD30725,CROYDON,531500,165210,01 Pedal Cycle
27583,0110ZD30760,CROYDON,532310,165340,01 Pedal Cycle
27602,0110ZD30776,CROYDON,531560,161260,01 Pedal Cycle
27620,0110ZD30790,CROYDON,531110,161360,01 Pedal Cycle
27629,0110ZD30794,CROYDON,534490,167000,01 Pedal Cycle
27635,0110ZD30799,CROYDON,532370,166460,01 Pedal Cycle
27636,0110ZD30800,CROYDON,532610,164820,01 Pedal Cycle
27664,0110ZD30826,CROYDON,531070,164510,01 Pedal Cycle
27680,0110ZD30834,CROYDON,531190,168090,01 Pedal Cycle
27684,0110ZD30836,CROYDON,530970,168640,01 Pedal Cycle
27705,0110ZD30848,CROYDON,531560,161910,01 Pedal Cycle
27710,0110ZD30851,CROYDON,533240,166320,01 Pedal Cycle
27727,0110ZD30862,CROYDON,530440,158570,01 Pedal Cycle
27735,0110ZD30868,CROYDON,531760,165910,01 Pedal Cycle
27803,0110ZD30910,CROYDON,535380,165620,01 Pedal Cycle
27817,0110ZD30917,CROYDON,531170,168150,01 Pedal Cycle
27831,0110ZD30925,CROYDON,530430,160320,01 Pedal Cycle
27853,0110ZD30938,CROYDON,529800,160760,01 Pedal Cycle
27881,0110ZD30961,CROYDON,532350,164410,01 Pedal Cycle
27883,0110ZD30962,CROYDON,534460,168070,01 Pedal Cycle
27887,0110ZD30965,CROYDON,530760,169250,01 Pedal Cycle
27942,0110ZD30999,CROYDON,532670,169720,01 Pedal Cycle
27968,0110ZD31015,CROYDON,532340,165410,01 Pedal Cycle
27992,0110ZD31034,CROYDON,533290,166330,01 Pedal Cycle
28029,0110ZD31064,CROYDON,531570,169740,01 Pedal Cycle
28087,0110TB00066,SUTTON,525890,165310,01 Pedal Cycle
28091,0110TB00165,SUTTON,525130,165680,01 Pedal Cycle
28095,0110TB00335,SUTTON,527830,164860,01 Pedal Cycle
28119,0110VW40382,SUTTON,525740,166960,01 Pedal Cycle
28123,0110VW40446,SUTTON,524720,166940,01 Pedal Cycle
28126,0110ZD31041,SUTTON,529800,166440,01 Pedal Cycle
28168,0110ZT80028,SUTTON,526410,165310,01 Pedal Cycle
28188,0110ZT80040,SUTTON,526250,164970,01 Pedal Cycle
28204,0110ZT80053,SUTTON,525850,165060,01 Pedal Cycle
28207,0110ZT80054,SUTTON,529620,163900,01 Pedal Cycle
28226,0110ZT80066,SUTTON,523850,165680,01 Pedal Cycle
28254,0110ZT80084,SUTTON,528340,163070,01 Pedal Cycle
28272,0110ZT80098,SUTTON,528540,164890,01 Pedal Cycle
28278,0110ZT80101,SUTTON,523600,165280,01 Pedal Cycle
28284,0110ZT80104,SUTTON,526560,167000,01 Pedal Cycle
28286,0110ZT80105,SUTTON,527120,166670,01 Pedal Cycle
28314,0110ZT80129,SUTTON,526450,164180,01 Pedal Cycle
28317,0110ZT80131,SUTTON,527770,164410,01 Pedal Cycle
28347,0110ZT80150,SUTTON,527760,164150,01 Pedal Cycle
28380,0110ZT80171,SUTTON,527360,166110,01 Pedal Cycle
28390,0110ZT80176,SUTTON,528180,165130,01 Pedal Cycle
28392,0110ZT80177,SUTTON,529800,165000,01 Pedal Cycle
28406,0110ZT80185,SUTTON,525850,165580,01 Pedal Cycle
28418,0110ZT80195,SUTTON,526560,164970,01 Pedal Cycle
28432,0110ZT80203,SUTTON,526980,165420,01 Pedal Cycle
28459,0110ZT80220,SUTTON,523980,165910,01 Pedal Cycle
28486,0110ZT80244,SUTTON,528500,163930,01 Pedal Cycle
28497,0110ZT80251,SUTTON,522340,165950,01 Pedal Cycle
28505,0110ZT80256,SUTTON,526540,164200,01 Pedal Cycle
28517,0110ZT80262,SUTTON,525760,164360,01 Pedal Cycle
28555,0110ZT80289,SUTTON,529170,163750,01 Pedal Cycle
28581,0110ZT80300,SUTTON,526000,166420,01 Pedal Cycle
28615,0110ZT80323,SUTTON,524290,166340,01 Pedal Cycle
28622,0110ZT80327,SUTTON,528180,165130,01 Pedal Cycle
28639,0110ZT80341,SUTTON,527800,161120,01 Pedal Cycle
28677,0110ZT80363,SUTTON,525840,165560,01 Pedal Cycle
28689,0110ZT80373,SUTTON,526350,164520,01 Pedal Cycle
28706,0110ZT80386,SUTTON,523890,165750,01 Pedal Cycle
28731,0110ZT80400,SUTTON,522470,165760,01 Pedal Cycle
28788,0110ZT89417,SUTTON,528230,167150,01 Pedal Cycle
28795,0110TA00182,MERTON,526130,167290,01 Pedal Cycle
28801,0110TA00250,MERTON,525050,171330,01 Pedal Cycle
28811,0110TB00283,MERTON,526770,170360,01 Pedal Cycle
28813,0110TB00440,MERTON,526240,170890,01 Pedal Cycle
28844,0110VW40023,MERTON,525680,170460,01 Pedal Cycle
28857,0110VW40030,MERTON,526810,168230,01 Pedal Cycle
28890,0110VW40051,MERTON,525580,169330,01 Pedal Cycle
28911,0110VW40063,MERTON,528200,168180,01 Pedal Cycle
28935,0110VW40082,MERTON,529100,167740,01 Pedal Cycle
28940,0110VW40086,MERTON,526010,170070,01 Pedal Cycle
28962,0110VW40099,MERTON,527510,168510,01 Pedal Cycle
28985,0110VW40124,MERTON,525120,169910,01 Pedal Cycle
29022,0110VW40146,MERTON,522490,167530,01 Pedal Cycle
29024,0110VW40147,MERTON,528460,168630,01 Pedal Cycle
29027,0110VW40149,MERTON,526960,168800,01 Pedal Cycle
29053,0110VW40165,MERTON,527900,170370,01 Pedal Cycle
29057,0110VW40167,MERTON,525180,169940,01 Pedal Cycle
29062,0110VW40171,MERTON,527140,167740,01 Pedal Cycle
29071,0110VW40177,MERTON,527020,170790,01 Pedal Cycle
29076,0110VW40183,MERTON,527310,168260,01 Pedal Cycle
29084,0110VW40187,MERTON,522200,168030,01 Pedal Cycle
29094,0110VW40191,MERTON,524290,170980,01 Pedal Cycle
29095,0110VW40193,MERTON,522420,168380,01 Pedal Cycle
29121,0110VW40207,MERTON,523240,169060,01 Pedal Cycle
29129,0110VW40212,MERTON,522500,169500,01 Pedal Cycle
29138,0110VW40219,MERTON,524680,170160,01 Pedal Cycle
29140,0110VW40220,MERTON,525930,168610,01 Pedal Cycle
29143,0110VW40221,MERTON,523780,167290,01 Pedal Cycle
29153,0110VW40229,MERTON,524140,169220,01 Pedal Cycle
29158,0110VW40233,MERTON,526010,170070,01 Pedal Cycle
29173,0110VW40243,MERTON,527020,170790,01 Pedal Cycle
29179,0110VW40250,MERTON,521990,169760,01 Pedal Cycle
29184,0110VW40256,MERTON,526930,170630,01 Pedal Cycle
29186,0110VW40257,MERTON,524490,170900,01 Pedal Cycle
29189,0110VW40259,MERTON,523770,171150,01 Pedal Cycle
29199,0110VW40264,MERTON,527020,170790,01 Pedal Cycle
29201,0110VW40265,MERTON,525490,168230,01 Pedal Cycle
29210,0110VW40272,MERTON,523710,167410,01 Pedal Cycle
29216,0110VW40279,MERTON,527000,170750,01 Pedal Cycle
29223,0110VW40282,MERTON,525780,169990,01 Pedal Cycle
29226,0110VW40284,MERTON,525800,169630,01 Pedal Cycle
29235,0110VW40290,MERTON,528180,168210,01 Pedal Cycle
29238,0110VW40293,MERTON,522860,169230,01 Pedal Cycle
29257,0110VW40303,MERTON,526220,170110,01 Pedal Cycle
29265,0110VW40307,MERTON,526790,170400,01 Pedal Cycle
29272,0110VW40312,MERTON,525340,168090,01 Pedal Cycle
29281,0110VW40318,MERTON,522560,168710,01 Pedal Cycle
29283,0110VW40319,MERTON,524140,170970,01 Pedal Cycle
29295,0110VW40327,MERTON,529070,168290,01 Pedal Cycle
29296,0110VW40329,MERTON,528230,169790,01 Pedal Cycle
29317,0110VW40340,MERTON,523800,170600,01 Pedal Cycle
29331,0110VW40353,MERTON,527190,168100,01 Pedal Cycle
29354,0110VW40367,MERTON,527000,170750,01 Pedal Cycle
29357,0110VW40368,MERTON,525990,168490,01 Pedal Cycle
29381,0110VW40381,MERTON,526040,169870,01 Pedal Cycle
29396,0110VW40389,MERTON,524450,169390,01 Pedal Cycle
29403,0110VW40393,MERTON,527000,170750,01 Pedal Cycle
29422,0110VW40406,MERTON,527950,169660,01 Pedal Cycle
29425,0110VW40408,MERTON,523520,167700,01 Pedal Cycle
29459,0110VW40432,MERTON,527190,168100,01 Pedal Cycle
29461,0110VW40433,MERTON,523980,169070,01 Pedal Cycle
29463,0110VW40434,MERTON,522930,169720,01 Pedal Cycle
29470,0110VW40439,MERTON,525780,172270,01 Pedal Cycle
29522,0110TB00388,KINGSTON-UPON-THAMES,517670,167960,01 Pedal Cycle
29553,0110VK30022,KINGSTON-UPON-THAMES,519410,166200,01 Pedal Cycle
29560,0110VK30029,KINGSTON-UPON-THAMES,519200,169710,01 Pedal Cycle
29582,0110VK30046,KINGSTON-UPON-THAMES,518070,167940,01 Pedal Cycle
29631,0110VK30078,KINGSTON-UPON-THAMES,519180,169700,01 Pedal Cycle
29644,0110VK30087,KINGSTON-UPON-THAMES,520980,170070,01 Pedal Cycle
29667,0110VK30104,KINGSTON-UPON-THAMES,518080,169430,01 Pedal Cycle
29672,0110VK30108,KINGSTON-UPON-THAMES,518160,170350,01 Pedal Cycle
29673,0110VK30109,KINGSTON-UPON-THAMES,518030,168340,01 Pedal Cycle
29677,0110VK30112,KINGSTON-UPON-THAMES,520000,165480,01 Pedal Cycle
29678,0110VK30113,KINGSTON-UPON-THAMES,517790,168920,01 Pedal Cycle
29683,0110VK30116,KINGSTON-UPON-THAMES,519140,169800,01 Pedal Cycle
29685,0110VK30117,KINGSTON-UPON-THAMES,520560,166990,01 Pedal Cycle
29693,0110VK30123,KINGSTON-UPON-THAMES,521220,167470,01 Pedal Cycle
29699,0110VK30127,KINGSTON-UPON-THAMES,519100,169230,01 Pedal Cycle
29703,0110VK30130,KINGSTON-UPON-THAMES,518030,168350,01 Pedal Cycle
29708,0110VK30132,KINGSTON-UPON-THAMES,517630,167860,01 Pedal Cycle
29725,0110VK30144,KINGSTON-UPON-THAMES,520760,167440,01 Pedal Cycle
29729,0110VK30146,KINGSTON-UPON-THAMES,521920,166350,01 Pedal Cycle
29740,0110VK30153,KINGSTON-UPON-THAMES,518270,168630,01 Pedal Cycle
29747,0110VK30159,KINGSTON-UPON-THAMES,518740,169330,01 Pedal Cycle
29759,0110VK30166,KINGSTON-UPON-THAMES,518890,164040,01 Pedal Cycle
29780,0110VK30175,KINGSTON-UPON-THAMES,517940,164030,01 Pedal Cycle
29785,0110VK30177,KINGSTON-UPON-THAMES,521690,166590,01 Pedal Cycle
29793,0110VK30181,KINGSTON-UPON-THAMES,520330,169710,01 Pedal Cycle
29816,0110VK30189,KINGSTON-UPON-THAMES,519720,168800,01 Pedal Cycle
29828,0110VK30197,KINGSTON-UPON-THAMES,518150,165390,01 Pedal Cycle
29847,0110VK30209,KINGSTON-UPON-THAMES,518090,168240,01 Pedal Cycle
29858,0110VK30214,KINGSTON-UPON-THAMES,520450,169210,01 Pedal Cycle
